id,actual class,predicted class,predicted probability
920425942257995777_0,3.0,3,"[0.037343528121709824, 0.08034666627645493, 0.22969943284988403, 0.6206940412521362, 0.0319163054227829]"
921130711863631872_0,3.0,3,"[0.04283572733402252, 0.2155778706073761, 0.049161892384290695, 0.6763717532157898, 0.016052769497036934]"
922107994741137410_0,3.0,2,"[0.04177527502179146, 0.03096524253487587, 0.7442483901977539, 0.12257909774780273, 0.06043205037713051]"
922436953433366531_0,3.0,2,"[0.05231478437781334, 0.20693886280059814, 0.47135668992996216, 0.22637443244457245, 0.04301523417234421]"
927824520932679682_0,3.0,1,"[0.0366012305021286, 0.835116982460022, 0.07713071256875992, 0.0316130556166172, 0.019538037478923798]"
930026663856963584_0,3.0,2,"[0.03240833058953285, 0.04698583483695984, 0.6948738694190979, 0.20656496286392212, 0.019166983664035797]"
930273853783162880_0,3.0,3,"[0.05579677224159241, 0.048867467790842056, 0.3140644431114197, 0.5070552229881287, 0.0742160752415657]"
930536595324682240_0,3.0,3,"[0.05923807621002197, 0.09394849091768265, 0.31051376461982727, 0.45811060070991516, 0.07818912714719772]"
931061818554019841_0,3.0,2,"[0.0812949687242508, 0.12879371643066406, 0.6398858428001404, 0.1278967708349228, 0.022128673270344734]"
931691151236780037_0,3.0,3,"[0.03814692422747612, 0.014912566170096397, 0.4209080934524536, 0.5087942481040955, 0.017238162457942963]"
870849885553045504_0,4.0,2,"[0.030359942466020584, 0.006535515189170837, 0.7927742004394531, 0.010990970768034458, 0.1593392789363861]"
901801080757080064_0,4.0,3,"[0.08158521354198456, 0.03335542231798172, 0.3073592483997345, 0.40725263953208923, 0.17044752836227417]"
904211378587787265_1,4.0,4,"[0.09645811468362808, 0.3802119195461273, 0.08871421217918396, 0.03926502540707588, 0.39535069465637207]"
904292234148941825_0,4.0,2,"[0.04961453005671501, 0.22978143393993378, 0.389927476644516, 0.025936005637049675, 0.3047405481338501]"
904389800215678976_0,4.0,1,"[0.0526934452354908, 0.6591717600822449, 0.18415141105651855, 0.04658486321568489, 0.05739854276180267]"
904448637454786560_0,4.0,4,"[0.09873613715171814, 0.048163942992687225, 0.3305748403072357, 0.0319737009704113, 0.4905513823032379]"
904488944389292032_0,4.0,4,"[0.17518119513988495, 0.07344993203878403, 0.3408868610858917, 0.009123007766902447, 0.401358962059021]"
904549032105791488_0,4.0,4,"[0.07012011855840683, 0.05078354850411415, 0.15503427386283875, 0.013955054804682732, 0.7101069688796997]"
904595378590371840_0,4.0,4,"[0.10195670276880264, 0.05566762760281563, 0.219312384724617, 0.03180341050028801, 0.5912598371505737]"
904681142145740800_0,4.0,2,"[0.032111797481775284, 0.039184603840112686, 0.8390598893165588, 0.005246708169579506, 0.08439695090055466]"
904927092130930688_0,4.0,4,"[0.016957219690084457, 0.019110407680273056, 0.009932391345500946, 0.012010264210402966, 0.9419897198677063]"
904943410880098305_0,4.0,4,"[0.07416966557502747, 0.2691517174243927, 0.07859844714403152, 0.02264074794948101, 0.5554394721984863]"
905063992347021313_0,4.0,4,"[0.04338919743895531, 0.046247005462646484, 0.06815513223409653, 0.010072934441268444, 0.832135796546936]"
905074370367950848_0,4.0,2,"[0.061146676540374756, 0.019582713022828102, 0.5098386406898499, 0.060591161251068115, 0.3488408029079437]"
905216113268711424_0,4.0,2,"[0.05020974203944206, 0.022654298692941666, 0.6365776658058167, 0.21828997135162354, 0.07226834446191788]"
905239131525193729_0,4.0,4,"[0.0509081706404686, 0.1481124609708786, 0.08730708807706833, 0.02722974680364132, 0.6864425539970398]"
905252739109724160_0,4.0,2,"[0.04682642221450806, 0.3079555332660675, 0.3448328971862793, 0.038026731461286545, 0.2623583972454071]"
905375783232950273_0,4.0,4,"[0.05635976791381836, 0.03932731971144676, 0.06067349761724472, 0.01688050851225853, 0.8267589211463928]"
905444979387990016_0,4.0,4,"[0.05946097522974014, 0.04485118389129639, 0.05932063236832619, 0.009920950047671795, 0.8264462351799011]"
905445939573252097_0,4.0,4,"[0.03612453490495682, 0.04484950006008148, 0.039535026997327805, 0.03733441233634949, 0.8421564698219299]"
905541138941083649_0,4.0,2,"[0.02484608069062233, 0.011995986104011536, 0.7003616094589233, 0.18345679342746735, 0.07933954894542694]"
905566812460523520_0,4.0,1,"[0.10177761316299438, 0.4254329204559326, 0.1599798947572708, 0.07226767390966415, 0.24054193496704102]"
905664446072102913_0,4.0,2,"[0.055419184267520905, 0.03196686506271362, 0.7219476699829102, 0.09160179644823074, 0.09906449168920517]"
905850848726667268_0,4.0,2,"[0.1545901596546173, 0.2604224383831024, 0.38893717527389526, 0.06768139451742172, 0.1283687949180603]"
905878035999678468_0,4.0,2,"[0.06475277990102768, 0.1622256487607956, 0.6596997976303101, 0.026273733004927635, 0.0870479941368103]"
905883426787557377_0,4.0,2,"[0.027529561892151833, 0.20668506622314453, 0.5794363021850586, 0.05425872653722763, 0.13209033012390137]"
905893152581615616_0,4.0,2,"[0.06756708770990372, 0.16419485211372375, 0.37430039048194885, 0.02911447361111641, 0.36482322216033936]"
905933711459459074_0,4.0,2,"[0.06246574968099594, 0.018747130408883095, 0.8107318878173828, 0.020136704668402672, 0.08791850507259369]"
905952332923338752_0,4.0,3,"[0.06396376341581345, 0.020751021802425385, 0.22989824414253235, 0.6329345107078552, 0.05245248228311539]"
906058645158469633_0,4.0,4,"[0.04341164603829384, 0.04498642683029175, 0.053676992654800415, 0.008611908182501793, 0.8493130207061768]"
906226929296171008_0,4.0,4,"[0.16452337801456451, 0.1449926197528839, 0.10559306293725967, 0.039000578224658966, 0.5458903312683105]"
906356801314181120_0,4.0,2,"[0.09316674619913101, 0.07423119246959686, 0.5947356820106506, 0.037498779594898224, 0.20036765933036804]"
906482104581603328_0,4.0,4,"[0.0758824348449707, 0.1887350231409073, 0.13531403243541718, 0.09442958235740662, 0.5056389570236206]"
906875861521006592_0,4.0,2,"[0.04051778465509415, 0.009291683323681355, 0.8778492212295532, 0.04819444939494133, 0.024146834388375282]"
907020691467329536_0,4.0,4,"[0.05854594334959984, 0.09465041756629944, 0.25895196199417114, 0.023751769214868546, 0.5640999674797058]"
907044300680159233_0,4.0,4,"[0.07363633066415787, 0.056241363286972046, 0.055197324603796005, 0.007918844930827618, 0.8070060610771179]"
907217422553436160_0,4.0,4,"[0.06428678333759308, 0.3171585500240326, 0.21175746619701385, 0.053548604249954224, 0.35324862599372864]"
907351418717302791_0,4.0,4,"[0.04486311599612236, 0.09010748565196991, 0.3935350775718689, 0.012484101578593254, 0.4590103030204773]"
907364149029740544_0,4.0,1,"[0.06599582731723785, 0.4019331932067871, 0.1616368591785431, 0.03613834083080292, 0.33429569005966187]"
907622459444285441_0,4.0,4,"[0.07221740484237671, 0.06349379569292068, 0.133295476436615, 0.052748098969459534, 0.6782451868057251]"
907623388516163584_0,4.0,4,"[0.02522709220647812, 0.02077084220945835, 0.030443064868450165, 0.0037879166193306446, 0.9197710156440735]"
907680311143800833_0,4.0,4,"[0.04930013790726662, 0.03336476907134056, 0.06899571418762207, 0.022377008572220802, 0.8259624242782593]"
907732355049070593_0,4.0,4,"[0.031031010672450066, 0.022156082093715668, 0.10868671536445618, 0.028097964823246002, 0.8100282549858093]"
908010304025645056_0,4.0,4,"[0.008007771335542202, 0.013718422502279282, 0.002110411413013935, 0.0027466779574751854, 0.9734166860580444]"
908162986291818496_0,4.0,2,"[0.07228401303291321, 0.06836125999689102, 0.48577210307121277, 0.17501705884933472, 0.1985655277967453]"
908366018073985026_0,4.0,4,"[0.05633177608251572, 0.1077391505241394, 0.07601875066757202, 0.03176890313625336, 0.7281414270401001]"
908381041664118784_0,4.0,4,"[0.030333105474710464, 0.026036705821752548, 0.3209685981273651, 0.03260455280542374, 0.5900570154190063]"
908810441308102656_0,4.0,4,"[0.025424959138035774, 0.010587814263999462, 0.00814234372228384, 0.002883042674511671, 0.9529619812965393]"
908827775066394625_0,4.0,4,"[0.017351359128952026, 0.009263357147574425, 0.03729693964123726, 0.00864590983837843, 0.9274424910545349]"
908842874309095424_0,4.0,3,"[0.04388934746384621, 0.020581752061843872, 0.2563706636428833, 0.4150528311729431, 0.2641053795814514]"
909399115443900417_0,4.0,2,"[0.013867787085473537, 0.010883267968893051, 0.8805911540985107, 0.031254637986421585, 0.06340321153402328]"
909401579220062208_0,4.0,4,"[0.03596720099449158, 0.015904033556580544, 0.08914045989513397, 0.01252017728984356, 0.8464680314064026]"
909420384260362240_0,4.0,1,"[0.15154822170734406, 0.4373031556606293, 0.11737922579050064, 0.06636039167642593, 0.22740907967090607]"
909461663631495168_0,4.0,2,"[0.07673867046833038, 0.06783729791641235, 0.5797558426856995, 0.21177725493907928, 0.06389093399047852]"
909683788225097728_0,4.0,4,"[0.07842075824737549, 0.1586587131023407, 0.04957055673003197, 0.011942587792873383, 0.7014073729515076]"
909717054143463424_0,4.0,2,"[0.027282701805233955, 0.050912342965602875, 0.7761613726615906, 0.018971502780914307, 0.12667199969291687]"
909748905679695873_0,4.0,4,"[0.017317555844783783, 0.008783059194684029, 0.03640918806195259, 0.008965754881501198, 0.9285244345664978]"
909751107018280960_0,4.0,2,"[0.038467887789011, 0.02543320320546627, 0.7891687154769897, 0.013651382178068161, 0.13327880203723907]"
909757379620872193_0,4.0,2,"[0.08675479888916016, 0.12454830855131149, 0.5002452731132507, 0.06358500570058823, 0.22486662864685059]"
909787731005526021_0,4.0,2,"[0.04203961044549942, 0.15447017550468445, 0.46703073382377625, 0.05668379366397858, 0.2797757089138031]"
909875460443561984_0,4.0,4,"[0.0937967449426651, 0.09435224533081055, 0.069755420088768, 0.031135594472289085, 0.7109599709510803]"
909876268975435776_0,4.0,4,"[0.047317370772361755, 0.1496315747499466, 0.054844245314598083, 0.019508717581629753, 0.7286980748176575]"
909903953617473536_0,4.0,4,"[0.09551704674959183, 0.11765231937170029, 0.31789931654930115, 0.10955393314361572, 0.3593774139881134]"
909910136092790784_0,4.0,4,"[0.08561394363641739, 0.14794637262821198, 0.26659277081489563, 0.20035529136657715, 0.2994915843009949]"
909922697034870784_0,4.0,2,"[0.032380908727645874, 0.011644963175058365, 0.8722602725028992, 0.06177849695086479, 0.02193542756140232]"
909931430750441472_1,4.0,4,"[0.0910639762878418, 0.07900361716747284, 0.1496366709470749, 0.019120315089821815, 0.6611753702163696]"
909946472287866880_0,4.0,4,"[0.028461594134569168, 0.03241268917918205, 0.017196573317050934, 0.013207039795815945, 0.9087221622467041]"
909948405488656384_0,4.0,4,"[0.16446106135845184, 0.02164260856807232, 0.16463997960090637, 0.029719064012169838, 0.6195372939109802]"
909959866688655360_0,4.0,4,"[0.059909023344516754, 0.07449402660131454, 0.2954879701137543, 0.027652332559227943, 0.5424566268920898]"
909999633128202240_0,4.0,2,"[0.0491083599627018, 0.024444367736577988, 0.6562894582748413, 0.14496900141239166, 0.12518879771232605]"
910083948071579649_0,4.0,4,"[0.08156543970108032, 0.044668979942798615, 0.36065614223480225, 0.033927641808986664, 0.47918182611465454]"
910111384045854720_0,4.0,4,"[0.039535049349069595, 0.08570414781570435, 0.11438457667827606, 0.013674209825694561, 0.7467019557952881]"
910134535135940608_0,4.0,4,"[0.1254798024892807, 0.042099740356206894, 0.10823331773281097, 0.013768508099019527, 0.7104185819625854]"
910167894494973952_0,4.0,2,"[0.055785149335861206, 0.2380334734916687, 0.5389879941940308, 0.07103868573904037, 0.0961546003818512]"
910199413221576705_0,4.0,4,"[0.05001324042677879, 0.14629223942756653, 0.021389251574873924, 0.05275392159819603, 0.729551374912262]"
910199813727297537_0,4.0,4,"[0.21159158647060394, 0.2212732434272766, 0.24133479595184326, 0.04257311671972275, 0.28322723507881165]"
910222788719513600_0,4.0,2,"[0.07256763428449631, 0.03368024155497551, 0.7051733136177063, 0.01499862503260374, 0.1735801249742508]"
910524408778731521_0,4.0,2,"[0.029336052015423775, 0.014587758108973503, 0.8380413055419922, 0.09166201949119568, 0.02637285739183426]"
910537811220078593_0,4.0,4,"[0.09788680821657181, 0.14022600650787354, 0.07122479379177094, 0.014166424050927162, 0.6764960289001465]"
910566671148085251_0,4.0,2,"[0.04834591969847679, 0.0818038359284401, 0.511280357837677, 0.03679177537560463, 0.32177817821502686]"
910635649501323269_0,4.0,2,"[0.03673965111374855, 0.021772291511297226, 0.5416823625564575, 0.305798202753067, 0.09400743246078491]"
910670262789709824_0,4.0,2,"[0.05350913852453232, 0.044978391379117966, 0.4521777033805847, 0.015279294922947884, 0.43405547738075256]"
910688563074801664_0,4.0,4,"[0.008034955710172653, 0.0004301759472582489, 0.00584597559645772, 0.001414651982486248, 0.9842742085456848]"
910743867951058944_0,4.0,4,"[0.023739328607916832, 0.044058509171009064, 0.01136365532875061, 0.003684892551973462, 0.9171535968780518]"
910794444089282560_0,4.0,4,"[0.06700076162815094, 0.11289432644844055, 0.07871837168931961, 0.012676042504608631, 0.7287105321884155]"
911674783112118272_0,4.0,4,"[0.0753617063164711, 0.04565850645303726, 0.23003017902374268, 0.02667989581823349, 0.6222696900367737]"
911689855729627137_0,4.0,4,"[0.050411805510520935, 0.022702133283019066, 0.13183604180812836, 0.012954175472259521, 0.7820957899093628]"
911732538950873088_0,4.0,4,"[0.05365417152643204, 0.017059599980711937, 0.2835825979709625, 0.014887319877743721, 0.6308162808418274]"
911760035457503233_0,4.0,2,"[0.026555068790912628, 0.05209577456116676, 0.6192704439163208, 0.0545133538544178, 0.2475653737783432]"
911787200479682560_0,4.0,4,"[0.0611167773604393, 0.04879166558384895, 0.39163264632225037, 0.01601065695285797, 0.4824482798576355]"
912074139753619456_0,4.0,1,"[0.035598088055849075, 0.7471945285797119, 0.00966009683907032, 0.019820040091872215, 0.1877272129058838]"
912293191155617793_0,4.0,2,"[0.04571796581149101, 0.024428589269518852, 0.8471066951751709, 0.010297383181750774, 0.07244939357042313]"
912357265071624192_0,4.0,2,"[0.026798566803336143, 0.00807062815874815, 0.7721116542816162, 0.026441438123583794, 0.16657769680023193]"
912463158803156992_0,4.0,4,"[0.029177092015743256, 0.020364319905638695, 0.41654258966445923, 0.04251347482204437, 0.4914025366306305]"
913906026470092803_0,4.0,2,"[0.03236181661486626, 0.02078092284500599, 0.774324893951416, 0.12649068236351013, 0.046041715890169144]"
914342444644188160_0,4.0,3,"[0.04850314185023308, 0.0669182613492012, 0.41729193925857544, 0.43507397174835205, 0.03221267834305763]"
914506490060427264_0,4.0,2,"[0.07423043996095657, 0.03359741345047951, 0.43289536237716675, 0.355353444814682, 0.1039232686161995]"
914582818101039104_0,4.0,2,"[0.026990147307515144, 0.01749800704419613, 0.923017680644989, 0.010729633271694183, 0.021764537319540977]"
914587370091028480_0,4.0,4,"[0.06581157445907593, 0.3650362491607666, 0.14731034636497498, 0.03423168510198593, 0.38761016726493835]"
914946908661141504_0,4.0,2,"[0.11129658669233322, 0.12588396668434143, 0.3752012550830841, 0.02798675373196602, 0.35963138937950134]"
915179664385208320_0,4.0,4,"[0.04875269904732704, 0.026551011949777603, 0.04844040423631668, 0.018252484500408173, 0.8580033779144287]"
916060534507823104_0,4.0,4,"[0.015144448727369308, 0.004365846049040556, 0.006886003538966179, 0.013258051127195358, 0.9603455662727356]"
916060566338248704_0,4.0,1,"[0.018598763272166252, 0.7253567576408386, 0.04598680138587952, 0.04002758860588074, 0.1700301170349121]"
916104120972595200_0,4.0,2,"[0.03270977362990379, 0.021998533979058266, 0.8124676942825317, 0.01443511713296175, 0.11838889122009277]"
916110012619132928_0,4.0,4,"[0.05691619962453842, 0.21135582029819489, 0.059479329735040665, 0.02250760607421398, 0.649740993976593]"
916186292379176960_0,4.0,4,"[0.1516042947769165, 0.08613115549087524, 0.17569582164287567, 0.03114580735564232, 0.5554229021072388]"
919719288377708545_0,4.0,4,"[0.050845298916101456, 0.04065840318799019, 0.11210289597511292, 0.023667478933930397, 0.7727258801460266]"
919743573347717120_0,4.0,1,"[0.11653903871774673, 0.5356267690658569, 0.07668767869472504, 0.012006586417555809, 0.25913989543914795]"
920621738932649985_0,4.0,4,"[0.0900793969631195, 0.10469289124011993, 0.22728091478347778, 0.05690133199095726, 0.521045446395874]"
921316775027003393_0,4.0,2,"[0.055058013647794724, 0.07550351321697235, 0.5924512147903442, 0.03861376643180847, 0.23837348818778992]"
921473619888402432_0,4.0,4,"[0.08453723043203354, 0.07490198314189911, 0.3468339145183563, 0.04063142463564873, 0.4530954360961914]"
921520897038708741_0,4.0,4,"[0.04076805338263512, 0.1802816092967987, 0.08850878477096558, 0.013027854263782501, 0.6774136424064636]"
921565262238887937_0,4.0,1,"[0.04977696016430855, 0.4808867573738098, 0.07681049406528473, 0.04157005622982979, 0.35095563530921936]"
921783125323145216_0,4.0,4,"[0.03844766318798065, 0.012990592047572136, 0.03906991705298424, 0.009002191945910454, 0.9004896879196167]"
921821681018200064_0,4.0,2,"[0.05416777729988098, 0.017387155443429947, 0.8259548544883728, 0.06627505272626877, 0.036215100437402725]"
921990361140080640_0,4.0,2,"[0.05253509432077408, 0.11981679499149323, 0.630424439907074, 0.08712808042764664, 0.11009552329778671]"
922885240795881473_0,4.0,4,"[0.01033051684498787, 0.012425233609974384, 0.021046174690127373, 0.0021790163591504097, 0.9540191292762756]"
922942024411766784_0,4.0,2,"[0.0648898184299469, 0.026632782071828842, 0.6673147082328796, 0.18026001751422882, 0.06090264022350311]"
923030194096656384_0,4.0,3,"[0.05476728826761246, 0.10965737700462341, 0.09998010843992233, 0.683183491230011, 0.052411749958992004]"
923355133139963906_0,4.0,2,"[0.07355600595474243, 0.017887871712446213, 0.606110155582428, 0.022680962458252907, 0.2797650098800659]"
923601566220935168_0,4.0,1,"[0.07674522697925568, 0.36178258061408997, 0.31611567735671997, 0.025962261483073235, 0.2193942368030548]"
923654546764611584_0,4.0,4,"[0.08282473683357239, 0.04736289381980896, 0.11416807770729065, 0.017052002251148224, 0.7385923266410828]"
923797120032878592_0,4.0,4,"[0.1541874259710312, 0.047067273408174515, 0.11245809495449066, 0.016616441309452057, 0.669670820236206]"
928654952221704192_0,4.0,4,"[0.024717416614294052, 0.018867727369070053, 0.10012640804052353, 0.007987741380929947, 0.8483006954193115]"
928673310052962304_0,4.0,2,"[0.04939091578125954, 0.01279930118471384, 0.8565603494644165, 0.01116538979113102, 0.07008407264947891]"
930511669465411584_0,4.0,2,"[0.0762556791305542, 0.04232197627425194, 0.42603492736816406, 0.0343620739877224, 0.4210253655910492]"
